t,f,m,y,l,r,RateOfUseByTechnology
LNDRICRNF,AGRDSL,1,2029,S11,RE1,0.0417
LNDRICRNF,AGRDSL,1,2030,S11,RE1,0.0
LNDRICRNF,AGRDSL,1,2031,S11,RE1,0.0
LNDRICRNF,AGRDSL,1,2032,S11,RE1,0.0
LNDRICRNF,AGRDSL,1,2033,S11,RE1,0.0
LNDRICRNF,AGRDSL,1,2034,S11,RE1,0.0
LNDRICRNF,AGRDSL,1,2035,S11,RE1,0.0
LNDRICRNF,LND,1,2020,S11,RE1,1.423
LNDRICRNF,LND,1,2021,S11,RE1,1.281
LNDRICRNF,LND,1,2022,S11,RE1,1.138
LNDRICRNF,LND,1,2023,S11,RE1,0.996
LNDRICRNF,LND,1,2024,S11,RE1,0.854
LNDRICRNF,LND,1,2025,S11,RE1,0.711
LNDRICRNF,LND,1,2026,S11,RE1,0.569
LNDRICRNF,LND,1,2027,S11,RE1,0.427
LNDRICRNF,LND,1,2028,S11,RE1,0.285
LNDRICRNF,LND,1,2029,S11,RE1,0.142
LNDRICRNF,LND,1,2030,S11,RE1,0.0
LNDRICRNF,LND,1,2031,S11,RE1,0.0
LNDRICRNF,LND,1,2032,S11,RE1,0.0
LNDRICRNF,LND,1,2033,S11,RE1,0.0
LNDRICRNF,LND,1,2034,S11,RE1,0.0
LNDRICRNF,LND,1,2035,S11,RE1,0.0
LNDRICRNF,WTRPRC,1,2020,S11,RE1,1.7076
LNDRICRNF,WTRPRC,1,2021,S11,RE1,1.5372
LNDRICRNF,WTRPRC,1,2022,S11,RE1,1.3656
LNDRICRNF,WTRPRC,1,2023,S11,RE1,1.1952
LNDRICRNF,WTRPRC,1,2024,S11,RE1,1.0248
LNDRICRNF,WTRPRC,1,2025,S11,RE1,0.8532
LNDRICRNF,WTRPRC,1,2026,S11,RE1,0.6828
LNDRICRNF,WTRPRC,1,2027,S11,RE1,0.5124
LNDRICRNF,WTRPRC,1,2028,S11,RE1,0.342
LNDRICRNF,WTRPRC,1,2029,S11,RE1,0.1704
LNDRICRNF,WTRPRC,1,2030,S11,RE1,0.0
LNDRICRNF,WTRPRC,1,2031,S11,RE1,0.0
LNDRICRNF,WTRPRC,1,2032,S11,RE1,0.0
LNDRICRNF,WTRPRC,1,2033,S11,RE1,0.0
LNDRICRNF,WTRPRC,1,2034,S11,RE1,0.0
LNDRICRNF,WTRPRC,1,2035,S11,RE1,0.0
LNDWAT,LND,1,2020,S11,RE1,24.9873
LNDWAT,LND,1,2021,S11,RE1,23.0163
LNDWAT,LND,1,2022,S11,RE1,8.3342
LNDWAT,LND,1,2023,S11,RE1,0.0
LNDWAT,LND,1,2024,S11,RE1,2.2117
LNDWAT,LND,1,2025,S11,RE1,6.4073
LNDWAT,LND,1,2026,S11,RE1,25.021
LNDWAT,LND,1,2027,S11,RE1,25.021
LNDWAT,LND,1,2028,S11,RE1,25.021
LNDWAT,LND,1,2029,S11,RE1,25.021
LNDWAT,LND,1,2030,S11,RE1,25.021
LNDWAT,LND,1,2031,S11,RE1,24.7651
LNDWAT,LND,1,2032,S11,RE1,24.4082
LNDWAT,LND,1,2033,S11,RE1,24.0505
LNDWAT,LND,1,2034,S11,RE1,23.7927
LNDWAT,LND,1,2035,S11,RE1,23.4318
LNDWAT,WTRPRC,1,2020,S11,RE1,29.9848
LNDWAT,WTRPRC,1,2021,S11,RE1,27.6196
LNDWAT,WTRPRC,1,2022,S11,RE1,10.001
LNDWAT,WTRPRC,1,2023,S11,RE1,0.0
LNDWAT,WTRPRC,1,2024,S11,RE1,2.654
LNDWAT,WTRPRC,1,2025,S11,RE1,7.6888
LNDWAT,WTRPRC,1,2026,S11,RE1,30.0252
LNDWAT,WTRPRC,1,2027,S11,RE1,30.0252
LNDWAT,WTRPRC,1,2028,S11,RE1,30.0252
LNDWAT,WTRPRC,1,2029,S11,RE1,30.0252
LNDWAT,WTRPRC,1,2030,S11,RE1,30.0252
LNDWAT,WTRPRC,1,2031,S11,RE1,29.7181
LNDWAT,WTRPRC,1,2032,S11,RE1,29.2898
LNDWAT,WTRPRC,1,2033,S11,RE1,28.8606
LNDWAT,WTRPRC,1,2034,S11,RE1,28.5512
LNDWAT,WTRPRC,1,2035,S11,RE1,28.1182
PWRCOA,COA,1,2020,S11,RE1,291.0996
PWRCOA,COA,1,2021,S11,RE1,325.9716
PWRCOA,COA,1,2022,S11,RE1,369.2823
PWRCOA,COA,1,2023,S11,RE1,378.432
PWRCOA,COA,1,2024,S11,RE1,378.432
PWRCOA,COA,1,2025,S11,RE1,355.9539
PWRCOA,COA,1,2026,S11,RE1,296.7483
PWRCOA,COA,1,2027,S11,RE1,303.738
PWRCOA,COA,1,2028,S11,RE1,209.4891
PWRCOA,COA,1,2029,S11,RE1,319.1565
PWRCOA,COA,1,2030,S11,RE1,189.216
PWRCOA,COA,1,2031,S11,RE1,189.216
PWRCOA,COA,1,2032,S11,RE1,189.216
PWRCOA,COA,1,2033,S11,RE1,189.216
PWRCOA,COA,1,2034,S11,RE1,189.216
PWRCOA,COA,1,2035,S11,RE1,189.216
PWRCOA,PWRWAT,1,2020,S11,RE1,0.0252
PWRCOA,PWRWAT,1,2021,S11,RE1,0.0283
PWRCOA,PWRWAT,1,2022,S11,RE1,0.032
PWRCOA,PWRWAT,1,2023,S11,RE1,0.0328
PWRCOA,PWRWAT,1,2024,S11,RE1,0.0328
PWRCOA,PWRWAT,1,2025,S11,RE1,0.0308
PWRCOA,PWRWAT,1,2026,S11,RE1,0.0257
PWRCOA,PWRWAT,1,2027,S11,RE1,0.0263
PWRCOA,PWRWAT,1,2028,S11,RE1,0.0182
PWRCOA,PWRWAT,1,2029,S11,RE1,0.0277
PWRCOA,PWRWAT,1,2030,S11,RE1,0.0164
PWRCOA,PWRWAT,1,2031,S11,RE1,0.0164
PWRCOA,PWRWAT,1,2032,S11,RE1,0.0164
PWRCOA,PWRWAT,1,2033,S11,RE1,0.0164
PWRCOA,PWRWAT,1,2034,S11,RE1,0.0164
PWRCOA,PWRWAT,1,2035,S11,RE1,0.0164
PWRGAS,GAS,1,2020,S11,RE1,0.0
PWRGAS,GAS,1,2021,S11,RE1,0.0
PWRGAS,GAS,1,2022,S11,RE1,0.0
PWRGAS,GAS,1,2023,S11,RE1,24.6378
PWRGAS,GAS,1,2024,S11,RE1,55.292
PWRGAS,GAS,1,2025,S11,RE1,102.8292
PWRGAS,GAS,1,2026,S11,RE1,178.5382
PWRGAS,GAS,1,2027,S11,RE1,210.155
PWRGAS,GAS,1,2028,S11,RE1,311.1636
PWRGAS,GAS,1,2029,S11,RE1,279.961
PWRGAS,GAS,1,2030,S11,RE1,410.3624
PWRGAS,GAS,1,2031,S11,RE1,455.7076
PWRGAS,GAS,1,2032,S11,RE1,504.7738
PWRGAS,GAS,1,2033,S11,RE1,555.7302
PWRGAS,GAS,1,2034,S11,RE1,610.4162
PWRGAS,GAS,1,2035,S11,RE1,667.004
PWRGAS,PWRWAT,1,2020,S11,RE1,0.0
PWRGAS,PWRWAT,1,2021,S11,RE1,0.0
PWRGAS,PWRWAT,1,2022,S11,RE1,0.0
PWRGAS,PWRWAT,1,2023,S11,RE1,0.0027
PWRGAS,PWRWAT,1,2024,S11,RE1,0.0061
PWRGAS,PWRWAT,1,2025,S11,RE1,0.0113
PWRGAS,PWRWAT,1,2026,S11,RE1,0.0196
PWRGAS,PWRWAT,1,2027,S11,RE1,0.0231
PWRGAS,PWRWAT,1,2028,S11,RE1,0.0342
PWRGAS,PWRWAT,1,2029,S11,RE1,0.0308
PWRGAS,PWRWAT,1,2030,S11,RE1,0.0451
PWRGAS,PWRWAT,1,2031,S11,RE1,0.0501
PWRGAS,PWRWAT,1,2032,S11,RE1,0.0555
PWRGAS,PWRWAT,1,2033,S11,RE1,0.0611
PWRGAS,PWRWAT,1,2034,S11,RE1,0.0671
PWRGAS,PWRWAT,1,2035,S11,RE1,0.0734
PWRHYD,HYD,1,2020,S11,RE1,28.3824
PWRHYD,HYD,1,2021,S11,RE1,28.3824
PWRHYD,HYD,1,2022,S11,RE1,28.3824
PWRHYD,HYD,1,2023,S11,RE1,28.3824
PWRHYD,HYD,1,2024,S11,RE1,28.3824
PWRHYD,HYD,1,2025,S11,RE1,28.3824
PWRHYD,HYD,1,2026,S11,RE1,28.3824
PWRHYD,HYD,1,2027,S11,RE1,28.3824
PWRHYD,HYD,1,2028,S11,RE1,28.3824
PWRHYD,HYD,1,2029,S11,RE1,28.3824
PWRHYD,HYD,1,2030,S11,RE1,28.3824
PWRHYD,HYD,1,2031,S11,RE1,28.3824
PWRHYD,HYD,1,2032,S11,RE1,28.3824
PWRHYD,HYD,1,2033,S11,RE1,28.3824
PWRHYD,HYD,1,2034,S11,RE1,28.3824
PWRHYD,HYD,1,2035,S11,RE1,28.3824
PWRSOL,SOL,1,2020,S11,RE1,12.299
PWRSOL,SOL,1,2021,S11,RE1,12.299
PWRSOL,SOL,1,2022,S11,RE1,12.299
PWRSOL,SOL,1,2023,S11,RE1,12.299
PWRSOL,SOL,1,2024,S11,RE1,12.299
PWRSOL,SOL,1,2025,S11,RE1,12.299
PWRSOL,SOL,1,2026,S11,RE1,12.299
PWRSOL,SOL,1,2027,S11,RE1,12.299
PWRSOL,SOL,1,2028,S11,RE1,12.299
PWRSOL,SOL,1,2029,S11,RE1,12.299
PWRSOL,SOL,1,2030,S11,RE1,12.299
PWRSOL,SOL,1,2031,S11,RE1,12.299
PWRSOL,SOL,1,2032,S11,RE1,12.299
PWRSOL,SOL,1,2033,S11,RE1,12.299
PWRSOL,SOL,1,2034,S11,RE1,12.299
PWRSOL,SOL,1,2035,S11,RE1,12.299
PWRTRN,ELC001,1,2020,S11,RE1,141.972
PWRTRN,ELC001,1,2021,S11,RE1,153.596
PWRTRN,ELC001,1,2022,S11,RE1,168.0329
PWRTRN,ELC001,1,2023,S11,RE1,183.4016
PWRTRN,ELC001,1,2024,S11,RE1,198.7288
PWRTRN,ELC001,1,2025,S11,RE1,215.0047
PWRTRN,ELC001,1,2026,S11,RE1,233.124
PWRTRN,ELC001,1,2027,S11,RE1,251.2623
PWRTRN,ELC001,1,2028,S11,RE1,270.3503
PWRTRN,ELC001,1,2029,S11,RE1,291.3048
PWRTRN,ELC001,1,2030,S11,RE1,313.192
PWRTRN,ELC001,1,2031,S11,RE1,335.8646
PWRTRN,ELC001,1,2032,S11,RE1,360.3977
PWRTRN,ELC001,1,2033,S11,RE1,385.8759
PWRTRN,ELC001,1,2034,S11,RE1,413.2189
PWRTRN,ELC001,1,2035,S11,RE1,441.5128
PWRWND,WND,1,2020,S11,RE1,16.5564
PWRWND,WND,1,2021,S11,RE1,16.5564
PWRWND,WND,1,2022,S11,RE1,16.5564
PWRWND,WND,1,2023,S11,RE1,16.5564
PWRWND,WND,1,2024,S11,RE1,16.5564
PWRWND,WND,1,2025,S11,RE1,16.5564
PWRWND,WND,1,2026,S11,RE1,16.5564
PWRWND,WND,1,2027,S11,RE1,16.5564
PWRWND,WND,1,2028,S11,RE1,16.5564
PWRWND,WND,1,2029,S11,RE1,16.5564
PWRWND,WND,1,2030,S11,RE1,16.5564
PWRWND,WND,1,2031,S11,RE1,16.5564
PWRWND,WND,1,2032,S11,RE1,16.5564
PWRWND,WND,1,2033,S11,RE1,16.5564
PWRWND,WND,1,2034,S11,RE1,16.5564
PWRWND,WND,1,2035,S11,RE1,16.5564
RSCHYD,WTRRUN,1,2020,S11,RE1,81.0926
RSCHYD,WTRRUN,1,2021,S11,RE1,81.0926
RSCHYD,WTRRUN,1,2022,S11,RE1,81.0926
RSCHYD,WTRRUN,1,2023,S11,RE1,81.0926
RSCHYD,WTRRUN,1,2024,S11,RE1,81.0926
RSCHYD,WTRRUN,1,2025,S11,RE1,81.0926
RSCHYD,WTRRUN,1,2026,S11,RE1,81.0926
RSCHYD,WTRRUN,1,2027,S11,RE1,81.0926
RSCHYD,WTRRUN,1,2028,S11,RE1,81.0926
RSCHYD,WTRRUN,1,2029,S11,RE1,81.0926
RSCHYD,WTRRUN,1,2030,S11,RE1,81.0926
RSCHYD,WTRRUN,1,2031,S11,RE1,81.0926
RSCHYD,WTRRUN,1,2032,S11,RE1,81.0926
RSCHYD,WTRRUN,1,2033,S11,RE1,81.0926
RSCHYD,WTRRUN,1,2034,S11,RE1,81.0926
RSCHYD,WTRRUN,1,2035,S11,RE1,81.0926
UPSWTRSUR,WTRRUN,1,2020,S11,RE1,0.0
UPSWTRSUR,WTRRUN,1,2021,S11,RE1,0.0
UPSWTRSUR,WTRRUN,1,2022,S11,RE1,0.0
UPSWTRSUR,WTRRUN,1,2023,S11,RE1,0.0
UPSWTRSUR,WTRRUN,1,2024,S11,RE1,0.0
UPSWTRSUR,WTRRUN,1,2025,S11,RE1,0.0
UPSWTRSUR,WTRRUN,1,2026,S11,RE1,0.0
UPSWTRSUR,WTRRUN,1,2027,S11,RE1,0.0
UPSWTRSUR,WTRRUN,1,2028,S11,RE1,0.0
UPSWTRSUR,WTRRUN,1,2029,S11,RE1,0.0
UPSWTRSUR,WTRRUN,1,2030,S11,RE1,0.0
UPSWTRSUR,WTRRUN,1,2031,S11,RE1,0.0
UPSWTRSUR,WTRRUN,1,2032,S11,RE1,0.0
UPSWTRSUR,WTRRUN,1,2033,S11,RE1,0.0
UPSWTRSUR,WTRRUN,1,2034,S11,RE1,0.0
UPSWTRSUR,WTRRUN,1,2035,S11,RE1,0.0
DEMAGRGWTWAT,ELC002,1,2020,S12,RE1,0.0
DEMAGRGWTWAT,ELC002,1,2021,S12,RE1,0.0
DEMAGRGWTWAT,ELC002,1,2022,S12,RE1,0.1794
DEMAGRGWTWAT,ELC002,1,2023,S12,RE1,0.378
DEMAGRGWTWAT,ELC002,1,2024,S12,RE1,0.324
DEMAGRGWTWAT,ELC002,1,2025,S12,RE1,0.27
DEMAGRGWTWAT,ELC002,1,2026,S12,RE1,0.216
DEMAGRGWTWAT,ELC002,1,2027,S12,RE1,0.162
DEMAGRGWTWAT,ELC002,1,2028,S12,RE1,0.108
DEMAGRGWTWAT,ELC002,1,2029,S12,RE1,0.054
DEMAGRGWTWAT,ELC002,1,2030,S12,RE1,0.0
DEMAGRGWTWAT,ELC002,1,2031,S12,RE1,0.0
DEMAGRGWTWAT,ELC002,1,2032,S12,RE1,0.0
DEMAGRGWTWAT,ELC002,1,2033,S12,RE1,0.0
DEMAGRGWTWAT,ELC002,1,2034,S12,RE1,0.0
DEMAGRGWTWAT,ELC002,1,2035,S12,RE1,0.0
DEMAGRGWTWAT,WTRGWT,1,2020,S12,RE1,0.0
DEMAGRGWTWAT,WTRGWT,1,2021,S12,RE1,0.0
DEMAGRGWTWAT,WTRGWT,1,2022,S12,RE1,0.1661
DEMAGRGWTWAT,WTRGWT,1,2023,S12,RE1,0.35
DEMAGRGWTWAT,WTRGWT,1,2024,S12,RE1,0.3
DEMAGRGWTWAT,WTRGWT,1,2025,S12,RE1,0.25
DEMAGRGWTWAT,WTRGWT,1,2026,S12,RE1,0.2
DEMAGRGWTWAT,WTRGWT,1,2027,S12,RE1,0.15
DEMAGRGWTWAT,WTRGWT,1,2028,S12,RE1,0.1
DEMAGRGWTWAT,WTRGWT,1,2029,S12,RE1,0.05
DEMAGRGWTWAT,WTRGWT,1,2030,S12,RE1,0.0
DEMAGRGWTWAT,WTRGWT,1,2031,S12,RE1,0.0
DEMAGRGWTWAT,WTRGWT,1,2032,S12,RE1,0.0
DEMAGRGWTWAT,WTRGWT,1,2033,S12,RE1,0.0
DEMAGRGWTWAT,WTRGWT,1,2034,S12,RE1,0.0
DEMAGRGWTWAT,WTRGWT,1,2035,S12,RE1,0.0
DEMAGRSURWAT,ELC002,1,2020,S12,RE1,0.4293
DEMAGRSURWAT,ELC002,1,2021,S12,RE1,0.6243
DEMAGRSURWAT,ELC002,1,2022,S12,RE1,0.688
DEMAGRSURWAT,ELC002,1,2023,S12,RE1,0.7357
DEMAGRSURWAT,ELC002,1,2024,S12,RE1,0.986
DEMAGRSURWAT,ELC002,1,2025,S12,RE1,1.2454
DEMAGRSURWAT,ELC002,1,2026,S12,RE1,1.4961
DEMAGRSURWAT,ELC002,1,2027,S12,RE1,1.7477
DEMAGRSURWAT,ELC002,1,2028,S12,RE1,2.0085
DEMAGRSURWAT,ELC002,1,2029,S12,RE1,2.2702
DEMAGRSURWAT,ELC002,1,2030,S12,RE1,2.5324
DEMAGRSURWAT,ELC002,1,2031,S12,RE1,2.5957
DEMAGRSURWAT,ELC002,1,2032,S12,RE1,2.6597
DEMAGRSURWAT,ELC002,1,2033,S12,RE1,2.7241
DEMAGRSURWAT,ELC002,1,2034,S12,RE1,2.7886
DEMAGRSURWAT,ELC002,1,2035,S12,RE1,2.8543
DEMAGRSURWAT,WTRSUR,1,2020,S12,RE1,0.4992
DEMAGRSURWAT,WTRSUR,1,2021,S12,RE1,0.7259
DEMAGRSURWAT,WTRSUR,1,2022,S12,RE1,0.8
DEMAGRSURWAT,WTRSUR,1,2023,S12,RE1,0.8555
DEMAGRSURWAT,WTRSUR,1,2024,S12,RE1,1.1465
DEMAGRSURWAT,WTRSUR,1,2025,S12,RE1,1.4481
DEMAGRSURWAT,WTRSUR,1,2026,S12,RE1,1.7397
DEMAGRSURWAT,WTRSUR,1,2027,S12,RE1,2.0322
DEMAGRSURWAT,WTRSUR,1,2028,S12,RE1,2.3355
DEMAGRSURWAT,WTRSUR,1,2029,S12,RE1,2.6398
DEMAGRSURWAT,WTRSUR,1,2030,S12,RE1,2.9446
DEMAGRSURWAT,WTRSUR,1,2031,S12,RE1,3.0183
DEMAGRSURWAT,WTRSUR,1,2032,S12,RE1,3.0927
DEMAGRSURWAT,WTRSUR,1,2033,S12,RE1,3.1676
DEMAGRSURWAT,WTRSUR,1,2034,S12,RE1,3.2425
DEMAGRSURWAT,WTRSUR,1,2035,S12,RE1,3.319
DEMPUBGWTWAT,ELC002,1,2020,S12,RE1,0.0
DEMPUBGWTWAT,ELC002,1,2021,S12,RE1,0.0
DEMPUBGWTWAT,ELC002,1,2022,S12,RE1,0.0
DEMPUBGWTWAT,ELC002,1,2023,S12,RE1,0.0
DEMPUBGWTWAT,ELC002,1,2024,S12,RE1,0.0
DEMPUBGWTWAT,ELC002,1,2025,S12,RE1,0.0
DEMPUBGWTWAT,ELC002,1,2026,S12,RE1,0.0
DEMPUBGWTWAT,ELC002,1,2027,S12,RE1,0.0
DEMPUBGWTWAT,ELC002,1,2028,S12,RE1,0.0
DEMPUBGWTWAT,ELC002,1,2029,S12,RE1,0.0
DEMPUBGWTWAT,ELC002,1,2030,S12,RE1,0.0
DEMPUBGWTWAT,ELC002,1,2031,S12,RE1,0.0
DEMPUBGWTWAT,ELC002,1,2032,S12,RE1,0.0
DEMPUBGWTWAT,ELC002,1,2033,S12,RE1,0.0
DEMPUBGWTWAT,ELC002,1,2034,S12,RE1,0.0
DEMPUBGWTWAT,ELC002,1,2035,S12,RE1,0.0
DEMPUBGWTWAT,WTRGWT,1,2020,S12,RE1,0.0
DEMPUBGWTWAT,WTRGWT,1,2021,S12,RE1,0.0
DEMPUBGWTWAT,WTRGWT,1,2022,S12,RE1,0.0
DEMPUBGWTWAT,WTRGWT,1,2023,S12,RE1,0.0
DEMPUBGWTWAT,WTRGWT,1,2024,S12,RE1,0.0
DEMPUBGWTWAT,WTRGWT,1,2025,S12,RE1,0.0
DEMPUBGWTWAT,WTRGWT,1,2026,S12,RE1,0.0
DEMPUBGWTWAT,WTRGWT,1,2027,S12,RE1,0.0
DEMPUBGWTWAT,WTRGWT,1,2028,S12,RE1,0.0
DEMPUBGWTWAT,WTRGWT,1,2029,S12,RE1,0.0
DEMPUBGWTWAT,WTRGWT,1,2030,S12,RE1,0.0
DEMPUBGWTWAT,WTRGWT,1,2031,S12,RE1,0.0
DEMPUBGWTWAT,WTRGWT,1,2032,S12,RE1,0.0
DEMPUBGWTWAT,WTRGWT,1,2033,S12,RE1,0.0
DEMPUBGWTWAT,WTRGWT,1,2034,S12,RE1,0.0
DEMPUBGWTWAT,WTRGWT,1,2035,S12,RE1,0.0
DEMPUBSURWAT,ELC002,1,2020,S12,RE1,1.4971
DEMPUBSURWAT,ELC002,1,2021,S12,RE1,1.6029
DEMPUBSURWAT,ELC002,1,2022,S12,RE1,1.7146
DEMPUBSURWAT,ELC002,1,2023,S12,RE1,1.8296
DEMPUBSURWAT,ELC002,1,2024,S12,RE1,1.9489
DEMPUBSURWAT,ELC002,1,2025,S12,RE1,2.0741
DEMPUBSURWAT,ELC002,1,2026,S12,RE1,2.2041
DEMPUBSURWAT,ELC002,1,2027,S12,RE1,2.3386
DEMPUBSURWAT,ELC002,1,2028,S12,RE1,2.4805
DEMPUBSURWAT,ELC002,1,2029,S12,RE1,2.6271
DEMPUBSURWAT,ELC002,1,2030,S12,RE1,2.7811
DEMPUBSURWAT,ELC002,1,2031,S12,RE1,2.9413
DEMPUBSURWAT,ELC002,1,2032,S12,RE1,3.1076
DEMPUBSURWAT,ELC002,1,2033,S12,RE1,3.2814
DEMPUBSURWAT,ELC002,1,2034,S12,RE1,3.4627
DEMPUBSURWAT,ELC002,1,2035,S12,RE1,3.653
DEMPUBSURWAT,WTRSUR,1,2020,S12,RE1,0.5309
DEMPUBSURWAT,WTRSUR,1,2021,S12,RE1,0.5684
DEMPUBSURWAT,WTRSUR,1,2022,S12,RE1,0.608
DEMPUBSURWAT,WTRSUR,1,2023,S12,RE1,0.6488
DEMPUBSURWAT,WTRSUR,1,2024,S12,RE1,0.6911
DEMPUBSURWAT,WTRSUR,1,2025,S12,RE1,0.7355
DEMPUBSURWAT,WTRSUR,1,2026,S12,RE1,0.7816
DEMPUBSURWAT,WTRSUR,1,2027,S12,RE1,0.8293
DEMPUBSURWAT,WTRSUR,1,2028,S12,RE1,0.8796
DEMPUBSURWAT,WTRSUR,1,2029,S12,RE1,0.9316
DEMPUBSURWAT,WTRSUR,1,2030,S12,RE1,0.9862
DEMPUBSURWAT,WTRSUR,1,2031,S12,RE1,1.043
DEMPUBSURWAT,WTRSUR,1,2032,S12,RE1,1.102
DEMPUBSURWAT,WTRSUR,1,2033,S12,RE1,1.1636
DEMPUBSURWAT,WTRSUR,1,2034,S12,RE1,1.2279
DEMPUBSURWAT,WTRSUR,1,2035,S12,RE1,1.2954
DEMPWRSURWAT,ELC002,1,2020,S12,RE1,0.1004
DEMPWRSURWAT,ELC002,1,2021,S12,RE1,0.1111
DEMPWRSURWAT,ELC002,1,2022,S12,RE1,0.123
DEMPWRSURWAT,ELC002,1,2023,S12,RE1,0.1348
DEMPWRSURWAT,ELC002,1,2024,S12,RE1,0.1466
DEMPWRSURWAT,ELC002,1,2025,S12,RE1,0.1593
DEMPWRSURWAT,ELC002,1,2026,S12,RE1,0.1731
DEMPWRSURWAT,ELC002,1,2027,S12,RE1,0.1872
DEMPWRSURWAT,ELC002,1,2028,S12,RE1,0.2022
DEMPWRSURWAT,ELC002,1,2029,S12,RE1,0.2183
DEMPWRSURWAT,ELC002,1,2030,S12,RE1,0.2183
DEMPWRSURWAT,ELC002,1,2031,S12,RE1,0.236
DEMPWRSURWAT,ELC002,1,2032,S12,RE1,0.2549
DEMPWRSURWAT,ELC002,1,2033,S12,RE1,0.2747
DEMPWRSURWAT,ELC002,1,2034,S12,RE1,0.2958
DEMPWRSURWAT,ELC002,1,2035,S12,RE1,0.3178
DEMPWRSURWAT,WTRSUR,1,2020,S12,RE1,0.0356
DEMPWRSURWAT,WTRSUR,1,2021,S12,RE1,0.0394
DEMPWRSURWAT,WTRSUR,1,2022,S12,RE1,0.0436
DEMPWRSURWAT,WTRSUR,1,2023,S12,RE1,0.0478
DEMPWRSURWAT,WTRSUR,1,2024,S12,RE1,0.052
DEMPWRSURWAT,WTRSUR,1,2025,S12,RE1,0.0565
DEMPWRSURWAT,WTRSUR,1,2026,S12,RE1,0.0614
DEMPWRSURWAT,WTRSUR,1,2027,S12,RE1,0.0664
DEMPWRSURWAT,WTRSUR,1,2028,S12,RE1,0.0717
DEMPWRSURWAT,WTRSUR,1,2029,S12,RE1,0.0774
DEMPWRSURWAT,WTRSUR,1,2030,S12,RE1,0.0774
DEMPWRSURWAT,WTRSUR,1,2031,S12,RE1,0.0837
DEMPWRSURWAT,WTRSUR,1,2032,S12,RE1,0.0904
DEMPWRSURWAT,WTRSUR,1,2033,S12,RE1,0.0974
DEMPWRSURWAT,WTRSUR,1,2034,S12,RE1,0.1049
DEMPWRSURWAT,WTRSUR,1,2035,S12,RE1,0.1127
DEMTRABIO,CRPMAI,1,2020,S12,RE1,1.1848
DEMTRABIO,CRPMAI,1,2021,S12,RE1,1.2204
DEMTRABIO,CRPMAI,1,2022,S12,RE1,1.2559
DEMTRABIO,CRPMAI,1,2023,S12,RE1,1.2915
DEMTRABIO,CRPMAI,1,2024,S12,RE1,1.327
DEMTRABIO,CRPMAI,1,2025,S12,RE1,1.3744
DEMTRABIO,CRPMAI,1,2026,S12,RE1,1.41
DEMTRABIO,CRPMAI,1,2027,S12,RE1,1.4455
DEMTRABIO,CRPMAI,1,2028,S12,RE1,1.4929
DEMTRABIO,CRPMAI,1,2029,S12,RE1,1.5403
DEMTRABIO,CRPMAI,1,2030,S12,RE1,1.5877
DEMTRABIO,CRPMAI,1,2031,S12,RE1,1.6351
DEMTRABIO,CRPMAI,1,2032,S12,RE1,1.6825
DEMTRABIO,CRPMAI,1,2033,S12,RE1,1.7299
DEMTRABIO,CRPMAI,1,2034,S12,RE1,1.7773
DEMTRABIO,CRPMAI,1,2035,S12,RE1,1.8246
LNDBLT,LND,1,2020,S12,RE1,15.0
LNDBLT,LND,1,2021,S12,RE1,15.2
LNDBLT,LND,1,2022,S12,RE1,15.3
LNDBLT,LND,1,2023,S12,RE1,15.5
LNDBLT,LND,1,2024,S12,RE1,15.6
LNDBLT,LND,1,2025,S12,RE1,15.8
LNDBLT,LND,1,2026,S12,RE1,15.9
LNDBLT,LND,1,2027,S12,RE1,16.1
LNDBLT,LND,1,2028,S12,RE1,16.2
LNDBLT,LND,1,2029,S12,RE1,16.4
LNDBLT,LND,1,2030,S12,RE1,16.6
LNDBLT,LND,1,2031,S12,RE1,16.7
LNDBLT,LND,1,2032,S12,RE1,16.9
LNDBLT,LND,1,2033,S12,RE1,17.1
LNDBLT,LND,1,2034,S12,RE1,17.2
LNDBLT,LND,1,2035,S12,RE1,17.4
LNDBLT,WTRPRC,1,2020,S12,RE1,18.0
LNDBLT,WTRPRC,1,2021,S12,RE1,18.24
LNDBLT,WTRPRC,1,2022,S12,RE1,18.36
LNDBLT,WTRPRC,1,2023,S12,RE1,18.6
LNDBLT,WTRPRC,1,2024,S12,RE1,18.72
LNDBLT,WTRPRC,1,2025,S12,RE1,18.96
LNDBLT,WTRPRC,1,2026,S12,RE1,19.08
LNDBLT,WTRPRC,1,2027,S12,RE1,19.32
LNDBLT,WTRPRC,1,2028,S12,RE1,19.44
LNDBLT,WTRPRC,1,2029,S12,RE1,19.68
LNDBLT,WTRPRC,1,2030,S12,RE1,19.92
LNDBLT,WTRPRC,1,2031,S12,RE1,20.04
LNDBLT,WTRPRC,1,2032,S12,RE1,20.28
LNDBLT,WTRPRC,1,2033,S12,RE1,20.52
LNDBLT,WTRPRC,1,2034,S12,RE1,20.64
LNDBLT,WTRPRC,1,2035,S12,RE1,20.88
LNDFOR,LND,1,2020,S12,RE1,253.6
LNDFOR,LND,1,2021,S12,RE1,243.6
LNDFOR,LND,1,2022,S12,RE1,233.6
LNDFOR,LND,1,2023,S12,RE1,223.6
LNDFOR,LND,1,2024,S12,RE1,213.6
LNDFOR,LND,1,2025,S12,RE1,203.6
LNDFOR,LND,1,2026,S12,RE1,252.9324
LNDFOR,LND,1,2027,S12,RE1,252.773
