t,f,m,y,l,r,RateOfProductionByTechnology
LNDRICIRR,WTRRUN,1,2031,S11,RE1,1.3363
LNDRICIRR,WTRRUN,1,2032,S11,RE1,1.3631
LNDRICIRR,WTRRUN,1,2033,S11,RE1,1.3909
LNDRICIRR,WTRRUN,1,2034,S11,RE1,1.4185
LNDRICIRR,WTRRUN,1,2035,S11,RE1,1.4468
LNDRICRNF,CRPRIC,1,2020,S11,RE1,0.8638
LNDRICRNF,CRPRIC,1,2021,S11,RE1,0.7609
LNDRICRNF,CRPRIC,1,2022,S11,RE1,0.66
LNDRICRNF,CRPRIC,1,2023,S11,RE1,0.5657
LNDRICRNF,CRPRIC,1,2024,S11,RE1,0.474
LNDRICRNF,CRPRIC,1,2025,S11,RE1,0.3861
LNDRICRNF,CRPRIC,1,2026,S11,RE1,0.3021
LNDRICRNF,CRPRIC,1,2027,S11,RE1,0.2216
LNDRICRNF,CRPRIC,1,2028,S11,RE1,0.1445
LNDRICRNF,CRPRIC,1,2029,S11,RE1,0.0704
LNDRICRNF,CRPRIC,1,2030,S11,RE1,0.0
LNDRICRNF,CRPRIC,1,2031,S11,RE1,0.0
LNDRICRNF,CRPRIC,1,2032,S11,RE1,0.0
LNDRICRNF,CRPRIC,1,2033,S11,RE1,0.0
LNDRICRNF,CRPRIC,1,2034,S11,RE1,0.0
LNDRICRNF,CRPRIC,1,2035,S11,RE1,0.0
LNDRICRNF,WTREVT,1,2020,S11,RE1,0.8538
LNDRICRNF,WTREVT,1,2021,S11,RE1,0.7558
LNDRICRNF,WTREVT,1,2022,S11,RE1,0.66
LNDRICRNF,WTREVT,1,2023,S11,RE1,0.5777
LNDRICRNF,WTREVT,1,2024,S11,RE1,0.4868
LNDRICRNF,WTREVT,1,2025,S11,RE1,0.3982
LNDRICRNF,WTREVT,1,2026,S11,RE1,0.3186
LNDRICRNF,WTREVT,1,2027,S11,RE1,0.2348
LNDRICRNF,WTREVT,1,2028,S11,RE1,0.1539
LNDRICRNF,WTREVT,1,2029,S11,RE1,0.0753
LNDRICRNF,WTREVT,1,2030,S11,RE1,0.0
LNDRICRNF,WTREVT,1,2031,S11,RE1,0.0
LNDRICRNF,WTREVT,1,2032,S11,RE1,0.0
LNDRICRNF,WTREVT,1,2033,S11,RE1,0.0
LNDRICRNF,WTREVT,1,2034,S11,RE1,0.0
LNDRICRNF,WTREVT,1,2035,S11,RE1,0.0
LNDRICRNF,WTRGWT,1,2020,S11,RE1,0.0854
LNDRICRNF,WTRGWT,1,2021,S11,RE1,0.0769
LNDRICRNF,WTRGWT,1,2022,S11,RE1,0.0683
LNDRICRNF,WTRGWT,1,2023,S11,RE1,0.0598
LNDRICRNF,WTRGWT,1,2024,S11,RE1,0.0512
LNDRICRNF,WTRGWT,1,2025,S11,RE1,0.0427
LNDRICRNF,WTRGWT,1,2026,S11,RE1,0.0341
LNDRICRNF,WTRGWT,1,2027,S11,RE1,0.0214
LNDRICRNF,WTRGWT,1,2028,S11,RE1,0.0142
LNDRICRNF,WTRGWT,1,2029,S11,RE1,0.0071
LNDRICRNF,WTRGWT,1,2030,S11,RE1,0.0
LNDRICRNF,WTRGWT,1,2031,S11,RE1,0.0
LNDRICRNF,WTRGWT,1,2032,S11,RE1,0.0
LNDRICRNF,WTRGWT,1,2033,S11,RE1,0.0
LNDRICRNF,WTRGWT,1,2034,S11,RE1,0.0
LNDRICRNF,WTRGWT,1,2035,S11,RE1,0.0
LNDRICRNF,WTRRUN,1,2020,S11,RE1,0.7684
LNDRICRNF,WTRRUN,1,2021,S11,RE1,0.6789
LNDRICRNF,WTRRUN,1,2022,S11,RE1,0.6031
LNDRICRNF,WTRRUN,1,2023,S11,RE1,0.5179
LNDRICRNF,WTRRUN,1,2024,S11,RE1,0.4355
LNDRICRNF,WTRRUN,1,2025,S11,RE1,0.3626
LNDRICRNF,WTRRUN,1,2026,S11,RE1,0.2845
LNDRICRNF,WTRRUN,1,2027,S11,RE1,0.2092
LNDRICRNF,WTRRUN,1,2028,S11,RE1,0.1396
LNDRICRNF,WTRRUN,1,2029,S11,RE1,0.0682
LNDRICRNF,WTRRUN,1,2030,S11,RE1,0.0
LNDRICRNF,WTRRUN,1,2031,S11,RE1,0.0
LNDRICRNF,WTRRUN,1,2032,S11,RE1,0.0
LNDRICRNF,WTRRUN,1,2033,S11,RE1,0.0
LNDRICRNF,WTRRUN,1,2034,S11,RE1,0.0
LNDRICRNF,WTRRUN,1,2035,S11,RE1,0.0
LNDWAT,LWAT,1,2020,S11,RE1,24.9873
LNDWAT,LWAT,1,2021,S11,RE1,25.021
LNDWAT,LWAT,1,2022,S11,RE1,25.021
LNDWAT,LWAT,1,2023,S11,RE1,25.021
LNDWAT,LWAT,1,2024,S11,RE1,25.021
LNDWAT,LWAT,1,2025,S11,RE1,25.021
LNDWAT,LWAT,1,2026,S11,RE1,25.021
LNDWAT,LWAT,1,2027,S11,RE1,25.9301
LNDWAT,LWAT,1,2028,S11,RE1,25.021
LNDWAT,LWAT,1,2029,S11,RE1,25.9556
LNDWAT,LWAT,1,2030,S11,RE1,25.6338
LNDWAT,LWAT,1,2031,S11,RE1,25.3778
LNDWAT,LWAT,1,2032,S11,RE1,25.021
LNDWAT,LWAT,1,2033,S11,RE1,24.6632
LNDWAT,LWAT,1,2034,S11,RE1,24.4055
LNDWAT,LWAT,1,2035,S11,RE1,24.0446
LNDWAT,WTREVT,1,2020,S11,RE1,9.9949
LNDWAT,WTREVT,1,2021,S11,RE1,9.7582
LNDWAT,WTREVT,1,2022,S11,RE1,9.7582
LNDWAT,WTREVT,1,2023,S11,RE1,9.508
LNDWAT,WTREVT,1,2024,S11,RE1,9.508
LNDWAT,WTREVT,1,2025,S11,RE1,9.2578
LNDWAT,WTREVT,1,2026,S11,RE1,9.2578
LNDWAT,WTREVT,1,2027,S11,RE1,9.5941
LNDWAT,WTREVT,1,2028,S11,RE1,9.0076
LNDWAT,WTREVT,1,2029,S11,RE1,9.344
LNDWAT,WTREVT,1,2030,S11,RE1,8.9718
LNDWAT,WTREVT,1,2031,S11,RE1,8.8822
LNDWAT,WTREVT,1,2032,S11,RE1,8.7573
LNDWAT,WTREVT,1,2033,S11,RE1,8.6321
LNDWAT,WTREVT,1,2034,S11,RE1,8.5419
LNDWAT,WTREVT,1,2035,S11,RE1,8.4156
LNDWAT,WTRGWT,1,2020,S11,RE1,1.999
LNDWAT,WTRGWT,1,2021,S11,RE1,2.0017
LNDWAT,WTRGWT,1,2022,S11,RE1,2.0017
LNDWAT,WTRGWT,1,2023,S11,RE1,2.0017
LNDWAT,WTRGWT,1,2024,S11,RE1,2.0017
LNDWAT,WTRGWT,1,2025,S11,RE1,1.7515
LNDWAT,WTRGWT,1,2026,S11,RE1,1.7515
LNDWAT,WTRGWT,1,2027,S11,RE1,1.8151
LNDWAT,WTRGWT,1,2028,S11,RE1,1.7515
LNDWAT,WTRGWT,1,2029,S11,RE1,1.8169
LNDWAT,WTRGWT,1,2030,S11,RE1,1.7944
LNDWAT,WTRGWT,1,2031,S11,RE1,1.7764
LNDWAT,WTRGWT,1,2032,S11,RE1,1.7515
LNDWAT,WTRGWT,1,2033,S11,RE1,1.7264
LNDWAT,WTRGWT,1,2034,S11,RE1,1.7084
LNDWAT,WTRGWT,1,2035,S11,RE1,1.6831
LNDWAT,WTRRUN,1,2020,S11,RE1,17.9909
LNDWAT,WTRRUN,1,2021,S11,RE1,17.7649
LNDWAT,WTRRUN,1,2022,S11,RE1,17.5147
LNDWAT,WTRRUN,1,2023,S11,RE1,17.2645
LNDWAT,WTRRUN,1,2024,S11,RE1,17.0143
LNDWAT,WTRRUN,1,2025,S11,RE1,16.7641
LNDWAT,WTRRUN,1,2026,S11,RE1,16.7641
LNDWAT,WTRRUN,1,2027,S11,RE1,17.1139
LNDWAT,WTRRUN,1,2028,S11,RE1,16.2637
LNDWAT,WTRRUN,1,2029,S11,RE1,16.6116
LNDWAT,WTRRUN,1,2030,S11,RE1,16.4056
LNDWAT,WTRRUN,1,2031,S11,RE1,16.2418
LNDWAT,WTRRUN,1,2032,S11,RE1,16.0134
LNDWAT,WTRRUN,1,2033,S11,RE1,15.5378
LNDWAT,WTRRUN,1,2034,S11,RE1,15.3755
LNDWAT,WTRRUN,1,2035,S11,RE1,15.1481
MINCOA,COA,1,2020,S11,RE1,291.0997
MINCOA,COA,1,2021,S11,RE1,326.1139
MINCOA,COA,1,2022,S11,RE1,369.643
MINCOA,COA,1,2023,S11,RE1,378.432
MINCOA,COA,1,2024,S11,RE1,378.432
MINCOA,COA,1,2025,S11,RE1,327.1693
MINCOA,COA,1,2026,S11,RE1,296.7483
MINCOA,COA,1,2027,S11,RE1,303.738
MINCOA,COA,1,2028,S11,RE1,209.4891
MINCOA,COA,1,2029,S11,RE1,319.1566
MINCOA,COA,1,2030,S11,RE1,104.7446
MINCOA,COA,1,2031,S11,RE1,104.7446
MINCOA,COA,1,2032,S11,RE1,189.216
MINCOA,COA,1,2033,S11,RE1,189.216
MINCOA,COA,1,2034,S11,RE1,189.216
MINCOA,COA,1,2035,S11,RE1,189.216
MINGAS,GAS,1,2020,S11,RE1,0.0
MINGAS,GAS,1,2021,S11,RE1,0.0
MINGAS,GAS,1,2022,S11,RE1,0.0
MINGAS,GAS,1,2023,S11,RE1,25.0128
MINGAS,GAS,1,2024,S11,RE1,55.8239
MINGAS,GAS,1,2025,S11,RE1,122.826
MINGAS,GAS,1,2026,S11,RE1,179.5653
MINGAS,GAS,1,2027,S11,RE1,211.4228
MINGAS,GAS,1,2028,S11,RE1,312.8392
MINGAS,GAS,1,2029,S11,RE1,281.9458
MINGAS,GAS,1,2030,S11,RE1,468.9868
MINGAS,GAS,1,2031,S11,RE1,514.3918
MINGAS,GAS,1,2032,S11,RE1,507.2124
MINGAS,GAS,1,2033,S11,RE1,558.2293
MINGAS,GAS,1,2034,S11,RE1,613.1583
MINGAS,GAS,1,2035,S11,RE1,669.8122
PWRCOA,ELC001,1,2020,S11,RE1,97.0332
PWRCOA,ELC001,1,2021,S11,RE1,108.7046
PWRCOA,ELC001,1,2022,S11,RE1,123.2143
PWRCOA,ELC001,1,2023,S11,RE1,126.144
PWRCOA,ELC001,1,2024,S11,RE1,126.144
PWRCOA,ELC001,1,2025,S11,RE1,109.0564
PWRCOA,ELC001,1,2026,S11,RE1,98.9161
PWRCOA,ELC001,1,2027,S11,RE1,101.246
PWRCOA,ELC001,1,2028,S11,RE1,69.8297
PWRCOA,ELC001,1,2029,S11,RE1,106.3855
PWRCOA,ELC001,1,2030,S11,RE1,34.9149
PWRCOA,ELC001,1,2031,S11,RE1,34.9149
PWRCOA,ELC001,1,2032,S11,RE1,63.072
PWRCOA,ELC001,1,2033,S11,RE1,63.072
PWRCOA,ELC001,1,2034,S11,RE1,63.072
PWRCOA,ELC001,1,2035,S11,RE1,63.072
PWRGAS,ELC001,1,2020,S11,RE1,0.0
PWRGAS,ELC001,1,2021,S11,RE1,0.0
PWRGAS,ELC001,1,2022,S11,RE1,0.0
PWRGAS,ELC001,1,2023,S11,RE1,12.5064
PWRGAS,ELC001,1,2024,S11,RE1,27.9119
PWRGAS,ELC001,1,2025,S11,RE1,61.413
PWRGAS,ELC001,1,2026,S11,RE1,89.7827
PWRGAS,ELC001,1,2027,S11,RE1,105.7114
PWRGAS,ELC001,1,2028,S11,RE1,156.4196
PWRGAS,ELC001,1,2029,S11,RE1,140.9729
PWRGAS,ELC001,1,2030,S11,RE1,234.4934
PWRGAS,ELC001,1,2031,S11,RE1,257.1959
PWRGAS,ELC001,1,2032,S11,RE1,253.6062
PWRGAS,ELC001,1,2033,S11,RE1,279.1146
PWRGAS,ELC001,1,2034,S11,RE1,306.5792
PWRGAS,ELC001,1,2035,S11,RE1,334.9061
PWRHYD,ELC001,1,2020,S11,RE1,28.3824
PWRHYD,ELC001,1,2021,S11,RE1,28.3824
PWRHYD,ELC001,1,2022,S11,RE1,28.3824
PWRHYD,ELC001,1,2023,S11,RE1,28.3824
PWRHYD,ELC001,1,2024,S11,RE1,28.3824
PWRHYD,ELC001,1,2025,S11,RE1,28.3824
PWRHYD,ELC001,1,2026,S11,RE1,28.3824
PWRHYD,ELC001,1,2027,S11,RE1,28.3824
PWRHYD,ELC001,1,2028,S11,RE1,28.3824
PWRHYD,ELC001,1,2029,S11,RE1,28.3824
PWRHYD,ELC001,1,2030,S11,RE1,28.3824
PWRHYD,ELC001,1,2031,S11,RE1,28.3824
PWRHYD,ELC001,1,2032,S11,RE1,28.3824
PWRHYD,ELC001,1,2033,S11,RE1,28.3824
PWRHYD,ELC001,1,2034,S11,RE1,28.3824
PWRHYD,ELC001,1,2035,S11,RE1,28.3824
PWRSOL,ELC002,1,2020,S11,RE1,12.299
PWRSOL,ELC002,1,2021,S11,RE1,12.299
PWRSOL,ELC002,1,2022,S11,RE1,12.299
PWRSOL,ELC002,1,2023,S11,RE1,12.299
PWRSOL,ELC002,1,2024,S11,RE1,12.299
PWRSOL,ELC002,1,2025,S11,RE1,12.299
PWRSOL,ELC002,1,2026,S11,RE1,12.299
PWRSOL,ELC002,1,2027,S11,RE1,12.299
PWRSOL,ELC002,1,2028,S11,RE1,12.299
PWRSOL,ELC002,1,2029,S11,RE1,12.299
PWRSOL,ELC002,1,2030,S11,RE1,12.299
PWRSOL,ELC002,1,2031,S11,RE1,12.299
PWRSOL,ELC002,1,2032,S11,RE1,12.299
PWRSOL,ELC002,1,2033,S11,RE1,12.299
PWRSOL,ELC002,1,2034,S11,RE1,12.299
PWRSOL,ELC002,1,2035,S11,RE1,12.299
PWRTRN,ELC002,1,2020,S11,RE1,127.7748
PWRTRN,ELC002,1,2021,S11,RE1,138.2791
PWRTRN,ELC002,1,2022,S11,RE1,151.3378
PWRTRN,ELC002,1,2023,S11,RE1,165.2303
PWRTRN,ELC002,1,2024,S11,RE1,179.0952
PWRTRN,ELC002,1,2025,S11,RE1,193.8675
PWRTRN,ELC002,1,2026,S11,RE1,210.2738
PWRTRN,ELC002,1,2027,S11,RE1,226.7066
PWRTRN,ELC002,1,2028,S11,RE1,244.0693
PWRTRN,ELC002,1,2029,S11,RE1,263.0675
PWRTRN,ELC002,1,2030,S11,RE1,282.9124
PWRTRN,ELC002,1,2031,S11,RE1,303.3446
PWRTRN,ELC002,1,2032,S11,RE1,325.4553
PWRTRN,ELC002,1,2033,S11,RE1,348.4129
PWRTRN,ELC002,1,2034,S11,RE1,373.131
PWRTRN,ELC002,1,2035,S11,RE1,398.6252
PWRWND,ELC001,1,2020,S11,RE1,16.5564
PWRWND,ELC001,1,2021,S11,RE1,16.5564
PWRWND,ELC001,1,2022,S11,RE1,16.5564
PWRWND,ELC001,1,2023,S11,RE1,16.5564
PWRWND,ELC001,1,2024,S11,RE1,16.5564
PWRWND,ELC001,1,2025,S11,RE1,16.5564
PWRWND,ELC001,1,2026,S11,RE1,16.5564
PWRWND,ELC001,1,2027,S11,RE1,16.5564
PWRWND,ELC001,1,2028,S11,RE1,16.5564
PWRWND,ELC001,1,2029,S11,RE1,16.5564
PWRWND,ELC001,1,2030,S11,RE1,16.5564
PWRWND,ELC001,1,2031,S11,RE1,16.5564
PWRWND,ELC001,1,2032,S11,RE1,16.5564
PWRWND,ELC001,1,2033,S11,RE1,16.5564
PWRWND,ELC001,1,2034,S11,RE1,16.5564
PWRWND,ELC001,1,2035,S11,RE1,16.5564
RSCHYD,HYD,1,2020,S11,RE1,28.3824
RSCHYD,HYD,1,2021,S11,RE1,28.3824
RSCHYD,HYD,1,2022,S11,RE1,28.3824
RSCHYD,HYD,1,2023,S11,RE1,28.3824
RSCHYD,HYD,1,2024,S11,RE1,28.3824
RSCHYD,HYD,1,2025,S11,RE1,28.3824
RSCHYD,HYD,1,2026,S11,RE1,28.3824
RSCHYD,HYD,1,2027,S11,RE1,28.3824
RSCHYD,HYD,1,2028,S11,RE1,28.3824
RSCHYD,HYD,1,2029,S11,RE1,28.3824
RSCHYD,HYD,1,2030,S11,RE1,28.3824
RSCHYD,HYD,1,2031,S11,RE1,28.3824
RSCHYD,HYD,1,2032,S11,RE1,28.3824
RSCHYD,HYD,1,2033,S11,RE1,28.3824
RSCHYD,HYD,1,2034,S11,RE1,28.3824
RSCHYD,HYD,1,2035,S11,RE1,28.3824
RSCHYD,WTRSUR,1,2020,S11,RE1,81.0926
RSCHYD,WTRSUR,1,2021,S11,RE1,81.0926
RSCHYD,WTRSUR,1,2022,S11,RE1,81.0926
RSCHYD,WTRSUR,1,2023,S11,RE1,81.0926
RSCHYD,WTRSUR,1,2024,S11,RE1,81.0926
RSCHYD,WTRSUR,1,2025,S11,RE1,81.0926
RSCHYD,WTRSUR,1,2026,S11,RE1,81.0926
RSCHYD,WTRSUR,1,2027,S11,RE1,81.0926
RSCHYD,WTRSUR,1,2028,S11,RE1,81.0926
RSCHYD,WTRSUR,1,2029,S11,RE1,81.0926
RSCHYD,WTRSUR,1,2030,S11,RE1,81.0926
RSCHYD,WTRSUR,1,2031,S11,RE1,81.0926
RSCHYD,WTRSUR,1,2032,S11,RE1,81.0926
RSCHYD,WTRSUR,1,2033,S11,RE1,81.0926
RSCHYD,WTRSUR,1,2034,S11,RE1,81.0926
RSCHYD,WTRSUR,1,2035,S11,RE1,81.0926
RSCLND,LND,1,2020,S11,RE1,300.0
RSCLND,LND,1,2021,S11,RE1,300.0
RSCLND,LND,1,2022,S11,RE1,300.0
RSCLND,LND,1,2023,S11,RE1,300.0
RSCLND,LND,1,2024,S11,RE1,300.0
RSCLND,LND,1,2025,S11,RE1,300.0
RSCLND,LND,1,2026,S11,RE1,300.0
RSCLND,LND,1,2027,S11,RE1,300.0
RSCLND,LND,1,2028,S11,RE1,300.0
RSCLND,LND,1,2029,S11,RE1,300.0
RSCLND,LND,1,2030,S11,RE1,300.0
RSCLND,LND,1,2031,S11,RE1,300.0
RSCLND,LND,1,2032,S11,RE1,300.0
RSCLND,LND,1,2033,S11,RE1,300.0
RSCLND,LND,1,2034,S11,RE1,300.0
RSCLND,LND,1,2035,S11,RE1,300.0
RSCPRC,WTRPRC,1,2020,S11,RE1,360.0
RSCPRC,WTRPRC,1,2021,S11,RE1,354.0
RSCPRC,WTRPRC,1,2022,S11,RE1,351.0
RSCPRC,WTRPRC,1,2023,S11,RE1,345.0
RSCPRC,WTRPRC,1,2024,S11,RE1,342.0
RSCPRC,WTRPRC,1,2025,S11,RE1,336.0
RSCPRC,WTRPRC,1,2026,S11,RE1,333.0
RSCPRC,WTRPRC,1,2027,S11,RE1,330.0
RSCPRC,WTRPRC,1,2028,S11,RE1,324.0
RSCPRC,WTRPRC,1,2029,S11,RE1,321.0
RSCPRC,WTRPRC,1,2030,S11,RE1,318.0
RSCPRC,WTRPRC,1,2031,S11,RE1,318.0
RSCPRC,WTRPRC,1,2032,S11,RE1,318.0
RSCPRC,WTRPRC,1,2033,S11,RE1,318.0
RSCPRC,WTRPRC,1,2034,S11,RE1,315.0
RSCPRC,WTRPRC,1,2035,S11,RE1,315.0
RSCSOL,SOL,1,2020,S11,RE1,12.299
RSCSOL,SOL,1,2021,S11,RE1,12.299
RSCSOL,SOL,1,2022,S11,RE1,12.299
RSCSOL,SOL,1,2023,S11,RE1,12.299
RSCSOL,SOL,1,2024,S11,RE1,12.299
RSCSOL,SOL,1,2025,S11,RE1,12.299
RSCSOL,SOL,1,2026,S11,RE1,12.299
RSCSOL,SOL,1,2027,S11,RE1,12.299
RSCSOL,SOL,1,2028,S11,RE1,12.299
RSCSOL,SOL,1,2029,S11,RE1,12.299
RSCSOL,SOL,1,2030,S11,RE1,12.299
RSCSOL,SOL,1,2031,S11,RE1,12.299
RSCSOL,SOL,1,2032,S11,RE1,12.299
RSCSOL,SOL,1,2033,S11,RE1,12.299
RSCSOL,SOL,1,2034,S11,RE1,12.299
RSCSOL,SOL,1,2035,S11,RE1,12.299
RSCWND,WND,1,2020,S11,RE1,16.5564
RSCWND,WND,1,2021,S11,RE1,16.5564
RSCWND,WND,1,2022,S11,RE1,16.5564
RSCWND,WND,1,2023,S11,RE1,16.5564
RSCWND,WND,1,2024,S11,RE1,16.5564
RSCWND,WND,1,2025,S11,RE1,16.5564
RSCWND,WND,1,2026,S11,RE1,16.5564
RSCWND,WND,1,2027,S11,RE1,16.5564
RSCWND,WND,1,2028,S11,RE1,16.5564
RSCWND,WND,1,2029,S11,RE1,16.5564
RSCWND,WND,1,2030,S11,RE1,16.5564
RSCWND,WND,1,2031,S11,RE1,16.5564
RSCWND,WND,1,2032,S11,RE1,16.5564
RSCWND,WND,1,2033,S11,RE1,16.5564
RSCWND,WND,1,2034,S11,RE1,16.5564
RSCWND,WND,1,2035,S11,RE1,16.5564
UPSWTRSUR,WTRSUR,1,2020,S11,RE1,0.0
UPSWTRSUR,WTRSUR,1,2021,S11,RE1,0.0
UPSWTRSUR,WTRSUR,1,2022,S11,RE1,0.0
UPSWTRSUR,WTRSUR,1,2023,S11,RE1,0.0
UPSWTRSUR,WTRSUR,1,2024,S11,RE1,0.0
UPSWTRSUR,WTRSUR,1,2025,S11,RE1,0.0
UPSWTRSUR,WTRSUR,1,2026,S11,RE1,0.0
UPSWTRSUR,WTRSUR,1,2027,S11,RE1,0.0
UPSWTRSUR,WTRSUR,1,2028,S11,RE1,0.0
UPSWTRSUR,WTRSUR,1,2029,S11,RE1,0.0
UPSWTRSUR,WTRSUR,1,2030,S11,RE1,0.0
UPSWTRSUR,WTRSUR,1,2031,S11,RE1,0.0
UPSWTRSUR,WTRSUR,1,2032,S11,RE1,0.0
UPSWTRSUR,WTRSUR,1,2033,S11,RE1,0.0
UPSWTRSUR,WTRSUR,1,2034,S11,RE1,0.0
UPSWTRSUR,WTRSUR,1,2035,S11,RE1,0.0
DEMAGRDSL,AGRDSL,1,2020,S12,RE1,2.0597
DEMAGRDSL,AGRDSL,1,2021,S12,RE1,2.1428
DEMAGRDSL,AGRDSL,1,2022,S12,RE1,2.235
DEMAGRDSL,AGRDSL,1,2023,S12,RE1,2.324
DEMAGRDSL,AGRDSL,1,2024,S12,RE1,2.4132
DEMAGRDSL,AGRDSL,1,2025,S12,RE1,2.5122
DEMAGRDSL,AGRDSL,1,2026,S12,RE1,2.5984
DEMAGRDSL,AGRDSL,1,2027,S12,RE1,2.6841
DEMAGRDSL,AGRDSL,1,2028,S12,RE1,2.7804
DEMAGRDSL,AGRDSL,1,2029,S12,RE1,2.8755
DEMAGRDSL,AGRDSL,1,2030,S12,RE1,2.9704
DEMAGRDSL,AGRDSL,1,2031,S12,RE1,3.0468
DEMAGRDSL,AGRDSL,1,2032,S12,RE1,3.1236
DEMAGRDSL,AGRDSL,1,2033,S12,RE1,3.2009
DEMAGRDSL,AGRDSL,1,2034,S12,RE1,3.2782
DEMAGRDSL,AGRDSL,1,2035,S12,RE1,3.3571
DEMAGRGWTWAT,AGRWAT,1,2020,S12,RE1,0.0
DEMAGRGWTWAT,AGRWAT,1,2021,S12,RE1,0.0
DEMAGRGWTWAT,AGRWAT,1,2022,S12,RE1,0.1863
DEMAGRGWTWAT,AGRWAT,1,2023,S12,RE1,0.245
DEMAGRGWTWAT,AGRWAT,1,2024,S12,RE1,0.21
DEMAGRGWTWAT,AGRWAT,1,2025,S12,RE1,0.175
DEMAGRGWTWAT,AGRWAT,1,2026,S12,RE1,0.14
DEMAGRGWTWAT,AGRWAT,1,2027,S12,RE1,0.105
DEMAGRGWTWAT,AGRWAT,1,2028,S12,RE1,0.07
DEMAGRGWTWAT,AGRWAT,1,2029,S12,RE1,0.035
DEMAGRGWTWAT,AGRWAT,1,2030,S12,RE1,0.0
DEMAGRGWTWAT,AGRWAT,1,2031,S12,RE1,0.0
DEMAGRGWTWAT,AGRWAT,1,2032,S12,RE1,0.0
DEMAGRGWTWAT,AGRWAT,1,2033,S12,RE1,0.0
DEMAGRGWTWAT,AGRWAT,1,2034,S12,RE1,0.0
DEMAGRGWTWAT,AGRWAT,1,2035,S12,RE1,0.0
DEMAGRSURWAT,AGRWAT,1,2020,S12,RE1,0.3494
DEMAGRSURWAT,AGRWAT,1,2021,S12,RE1,0.5428
DEMAGRSURWAT,AGRWAT,1,2022,S12,RE1,0.56
DEMAGRSURWAT,AGRWAT,1,2023,S12,RE1,0.7361
DEMAGRSURWAT,AGRWAT,1,2024,S12,RE1,0.9972
DEMAGRSURWAT,AGRWAT,1,2025,S12,RE1,1.3101
DEMAGRSURWAT,AGRWAT,1,2026,S12,RE1,1.5937
DEMAGRSURWAT,AGRWAT,1,2027,S12,RE1,1.8865
DEMAGRSURWAT,AGRWAT,1,2028,S12,RE1,2.248
DEMAGRSURWAT,AGRWAT,1,2029,S12,RE1,2.5742
DEMAGRSURWAT,AGRWAT,1,2030,S12,RE1,2.9099
DEMAGRSURWAT,AGRWAT,1,2031,S12,RE1,2.9833
DEMAGRSURWAT,AGRWAT,1,2032,S12,RE1,3.0573
DEMAGRSURWAT,AGRWAT,1,2033,S12,RE1,3.1319
DEMAGRSURWAT,AGRWAT,1,2034,S12,RE1,3.2733
DEMAGRSURWAT,AGRWAT,1,2035,S12,RE1,3.351
DEMPUBGWTWAT,PUBWAT,1,2020,S12,RE1,0.0
DEMPUBGWTWAT,PUBWAT,1,2021,S12,RE1,0.0
DEMPUBGWTWAT,PUBWAT,1,2022,S12,RE1,0.0
DEMPUBGWTWAT,PUBWAT,1,2023,S12,RE1,0.0
DEMPUBGWTWAT,PUBWAT,1,2024,S12,RE1,0.0
DEMPUBGWTWAT,PUBWAT,1,2025,S12,RE1,0.0
DEMPUBGWTWAT,PUBWAT,1,2026,S12,RE1,0.0
DEMPUBGWTWAT,PUBWAT,1,2027,S12,RE1,0.0
DEMPUBGWTWAT,PUBWAT,1,2028,S12,RE1,0.0
DEMPUBGWTWAT,PUBWAT,1,2029,S12,RE1,0.0
DEMPUBGWTWAT,PUBWAT,1,2030,S12,RE1,0.0
DEMPUBGWTWAT,PUBWAT,1,2031,S12,RE1,0.0
DEMPUBGWTWAT,PUBWAT,1,2032,S12,RE1,0.0
DEMPUBGWTWAT,PUBWAT,1,2033,S12,RE1,0.0
DEMPUBGWTWAT,PUBWAT,1,2034,S12,RE1,0.0
DEMPUBGWTWAT,PUBWAT,1,2035,S12,RE1,0.0
DEMPUBSURWAT,PUBWAT,1,2020,S12,RE1,0.4247
DEMPUBSURWAT,PUBWAT,1,2021,S12,RE1,0.4547
DEMPUBSURWAT,PUBWAT,1,2022,S12,RE1,0.4864
DEMPUBSURWAT,PUBWAT,1,2023,S12,RE1,0.519
DEMPUBSURWAT,PUBWAT,1,2024,S12,RE1,0.5529
DEMPUBSURWAT,PUBWAT,1,2025,S12,RE1,0.5884
DEMPUBSURWAT,PUBWAT,1,2026,S12,RE1,0.6253
DEMPUBSURWAT,PUBWAT,1,2027,S12,RE1,0.6634
DEMPUBSURWAT,PUBWAT,1,2028,S12,RE1,0.7037
DEMPUBSURWAT,PUBWAT,1,2029,S12,RE1,0.7453
DEMPUBSURWAT,PUBWAT,1,2030,S12,RE1,0.789
DEMPUBSURWAT,PUBWAT,1,2031,S12,RE1,0.8344
DEMPUBSURWAT,PUBWAT,1,2032,S12,RE1,0.8816
DEMPUBSURWAT,PUBWAT,1,2033,S12,RE1,0.9309
DEMPUBSURWAT,PUBWAT,1,2034,S12,RE1,0.9823
DEMPUBSURWAT,PUBWAT,1,2035,S12,RE1,1.0363
DEMPWRSURWAT,PWRWAT,1,2020,S12,RE1,0.0285
DEMPWRSURWAT,PWRWAT,1,2021,S12,RE1,0.0315
DEMPWRSURWAT,PWRWAT,1,2022,S12,RE1,0.0349
DEMPWRSURWAT,PWRWAT,1,2023,S12,RE1,0.0382
DEMPWRSURWAT,PWRWAT,1,2024,S12,RE1,0.0417
