r_x,f,t,y,m,r_y,l,r,UseByTechnologyByMode
RE1,AGRWAT,LNDRICIRR,2025,1,RE1,S11,RE1,0.1976
RE1,AGRWAT,LNDRICIRR,2026,1,RE1,S11,RE1,0.2207
RE1,AGRWAT,LNDRICIRR,2027,1,RE1,S11,RE1,0.244
RE1,AGRWAT,LNDRICIRR,2028,1,RE1,S11,RE1,0.2723
RE1,AGRWAT,LNDRICIRR,2029,1,RE1,S11,RE1,0.2965
RE1,AGRWAT,LNDRICIRR,2030,1,RE1,S11,RE1,0.3207
RE1,AGRWAT,LNDRICIRR,2031,1,RE1,S11,RE1,0.3271
RE1,AGRWAT,LNDRICIRR,2032,1,RE1,S11,RE1,0.3336
RE1,AGRWAT,LNDRICIRR,2033,1,RE1,S11,RE1,0.3404
RE1,AGRWAT,LNDRICIRR,2034,1,RE1,S11,RE1,0.353
RE1,AGRWAT,LNDRICIRR,2035,1,RE1,S11,RE1,0.3601
RE1,LND,LNDRICIRR,2020,1,RE1,S11,RE1,0.1848
RE1,LND,LNDRICIRR,2021,1,RE1,S11,RE1,0.2193
RE1,LND,LNDRICIRR,2022,1,RE1,S11,RE1,0.2595
RE1,LND,LNDRICIRR,2023,1,RE1,S11,RE1,0.298
RE1,LND,LNDRICIRR,2024,1,RE1,S11,RE1,0.336
RE1,LND,LNDRICIRR,2025,1,RE1,S11,RE1,0.3728
RE1,LND,LNDRICIRR,2026,1,RE1,S11,RE1,0.4087
RE1,LND,LNDRICIRR,2027,1,RE1,S11,RE1,0.4436
RE1,LND,LNDRICIRR,2028,1,RE1,S11,RE1,0.4777
RE1,LND,LNDRICIRR,2029,1,RE1,S11,RE1,0.5112
RE1,LND,LNDRICIRR,2030,1,RE1,S11,RE1,0.5435
RE1,LND,LNDRICIRR,2031,1,RE1,S11,RE1,0.5543
RE1,LND,LNDRICIRR,2032,1,RE1,S11,RE1,0.5655
RE1,LND,LNDRICIRR,2033,1,RE1,S11,RE1,0.5769
RE1,LND,LNDRICIRR,2034,1,RE1,S11,RE1,0.5884
RE1,LND,LNDRICIRR,2035,1,RE1,S11,RE1,0.6002
RE1,WTRPRC,LNDRICIRR,2020,1,RE1,S11,RE1,0.2218
RE1,WTRPRC,LNDRICIRR,2021,1,RE1,S11,RE1,0.2587
RE1,WTRPRC,LNDRICIRR,2022,1,RE1,S11,RE1,0.3036
RE1,WTRPRC,LNDRICIRR,2023,1,RE1,S11,RE1,0.3427
RE1,WTRPRC,LNDRICIRR,2024,1,RE1,S11,RE1,0.383
RE1,WTRPRC,LNDRICIRR,2025,1,RE1,S11,RE1,0.4176
RE1,WTRPRC,LNDRICIRR,2026,1,RE1,S11,RE1,0.4537
RE1,WTRPRC,LNDRICIRR,2027,1,RE1,S11,RE1,0.4879
RE1,WTRPRC,LNDRICIRR,2028,1,RE1,S11,RE1,0.5159
RE1,WTRPRC,LNDRICIRR,2029,1,RE1,S11,RE1,0.5469
RE1,WTRPRC,LNDRICIRR,2030,1,RE1,S11,RE1,0.5761
RE1,WTRPRC,LNDRICIRR,2031,1,RE1,S11,RE1,0.5876
RE1,WTRPRC,LNDRICIRR,2032,1,RE1,S11,RE1,0.5994
RE1,WTRPRC,LNDRICIRR,2033,1,RE1,S11,RE1,0.6116
RE1,WTRPRC,LNDRICIRR,2034,1,RE1,S11,RE1,0.6178
RE1,WTRPRC,LNDRICIRR,2035,1,RE1,S11,RE1,0.6302
RE1,AGRDSL,LNDRICRNF,2020,1,RE1,S11,RE1,0.1406
RE1,AGRDSL,LNDRICRNF,2021,1,RE1,S11,RE1,0.1265
RE1,AGRDSL,LNDRICRNF,2022,1,RE1,S11,RE1,0.1124
RE1,AGRDSL,LNDRICRNF,2023,1,RE1,S11,RE1,0.0984
RE1,AGRDSL,LNDRICRNF,2024,1,RE1,S11,RE1,0.0844
RE1,AGRDSL,LNDRICRNF,2025,1,RE1,S11,RE1,0.0702
RE1,AGRDSL,LNDRICRNF,2026,1,RE1,S11,RE1,0.0562
RE1,AGRDSL,LNDRICRNF,2027,1,RE1,S11,RE1,0.0422
RE1,AGRDSL,LNDRICRNF,2028,1,RE1,S11,RE1,0.0282
RE1,AGRDSL,LNDRICRNF,2029,1,RE1,S11,RE1,0.014
RE1,LND,LNDRICRNF,2020,1,RE1,S11,RE1,0.4781
RE1,LND,LNDRICRNF,2021,1,RE1,S11,RE1,0.4304
RE1,LND,LNDRICRNF,2022,1,RE1,S11,RE1,0.3824
RE1,LND,LNDRICRNF,2023,1,RE1,S11,RE1,0.3347
RE1,LND,LNDRICRNF,2024,1,RE1,S11,RE1,0.2869
RE1,LND,LNDRICRNF,2025,1,RE1,S11,RE1,0.2389
RE1,LND,LNDRICRNF,2026,1,RE1,S11,RE1,0.1912
RE1,LND,LNDRICRNF,2027,1,RE1,S11,RE1,0.1435
RE1,LND,LNDRICRNF,2028,1,RE1,S11,RE1,0.0958
RE1,LND,LNDRICRNF,2029,1,RE1,S11,RE1,0.0477
RE1,WTRPRC,LNDRICRNF,2020,1,RE1,S11,RE1,0.5738
RE1,WTRPRC,LNDRICRNF,2021,1,RE1,S11,RE1,0.5079
RE1,WTRPRC,LNDRICRNF,2022,1,RE1,S11,RE1,0.4474
RE1,WTRPRC,LNDRICRNF,2023,1,RE1,S11,RE1,0.3849
RE1,WTRPRC,LNDRICRNF,2024,1,RE1,S11,RE1,0.3271
RE1,WTRPRC,LNDRICRNF,2025,1,RE1,S11,RE1,0.2676
RE1,WTRPRC,LNDRICRNF,2026,1,RE1,S11,RE1,0.2122
RE1,WTRPRC,LNDRICRNF,2027,1,RE1,S11,RE1,0.1578
RE1,WTRPRC,LNDRICRNF,2028,1,RE1,S11,RE1,0.1034
RE1,WTRPRC,LNDRICRNF,2029,1,RE1,S11,RE1,0.0511
RE1,LND,LNDWAT,2020,1,RE1,S11,RE1,8.3957
RE1,LND,LNDWAT,2021,1,RE1,S11,RE1,8.4071
RE1,LND,LNDWAT,2022,1,RE1,S11,RE1,8.4071
RE1,LND,LNDWAT,2023,1,RE1,S11,RE1,8.4071
RE1,LND,LNDWAT,2024,1,RE1,S11,RE1,8.4071
RE1,LND,LNDWAT,2025,1,RE1,S11,RE1,8.4071
RE1,LND,LNDWAT,2026,1,RE1,S11,RE1,8.4071
RE1,LND,LNDWAT,2027,1,RE1,S11,RE1,8.7125
RE1,LND,LNDWAT,2028,1,RE1,S11,RE1,8.4071
RE1,LND,LNDWAT,2029,1,RE1,S11,RE1,8.7211
RE1,LND,LNDWAT,2030,1,RE1,S11,RE1,8.613
RE1,LND,LNDWAT,2031,1,RE1,S11,RE1,8.5269
RE1,LND,LNDWAT,2032,1,RE1,S11,RE1,8.4071
RE1,LND,LNDWAT,2033,1,RE1,S11,RE1,8.2868
RE1,LND,LNDWAT,2034,1,RE1,S11,RE1,8.2002
RE1,LND,LNDWAT,2035,1,RE1,S11,RE1,8.079
RE1,WTRPRC,LNDWAT,2020,1,RE1,S11,RE1,10.0749
RE1,WTRPRC,LNDWAT,2021,1,RE1,S11,RE1,9.9203
RE1,WTRPRC,LNDWAT,2022,1,RE1,S11,RE1,9.8363
RE1,WTRPRC,LNDWAT,2023,1,RE1,S11,RE1,9.6681
RE1,WTRPRC,LNDWAT,2024,1,RE1,S11,RE1,9.584
RE1,WTRPRC,LNDWAT,2025,1,RE1,S11,RE1,9.4159
RE1,WTRPRC,LNDWAT,2026,1,RE1,S11,RE1,9.3318
RE1,WTRPRC,LNDWAT,2027,1,RE1,S11,RE1,9.5838
RE1,WTRPRC,LNDWAT,2028,1,RE1,S11,RE1,9.0796
RE1,WTRPRC,LNDWAT,2029,1,RE1,S11,RE1,9.3316
RE1,WTRPRC,LNDWAT,2030,1,RE1,S11,RE1,9.1297
RE1,WTRPRC,LNDWAT,2031,1,RE1,S11,RE1,9.0386
RE1,WTRPRC,LNDWAT,2032,1,RE1,S11,RE1,8.9115
RE1,WTRPRC,LNDWAT,2033,1,RE1,S11,RE1,8.784
RE1,WTRPRC,LNDWAT,2034,1,RE1,S11,RE1,8.6103
RE1,WTRPRC,LNDWAT,2035,1,RE1,S11,RE1,8.4829
RE1,ELC001,PWRBATIN,2020,2,RE1,S11,RE1,2.8357
RE1,ELC001,PWRBATIN,2021,2,RE1,S11,RE1,11.4954
RE1,ELC001,PWRBATIN,2022,2,RE1,S11,RE1,12.3318
RE1,ELC001,PWRBATIN,2023,2,RE1,S11,RE1,12.3318
RE1,ELC001,PWRBATIN,2024,2,RE1,S11,RE1,12.3318
RE1,ELC001,PWRBATIN,2025,2,RE1,S11,RE1,3.9318
RE1,ELC001,PWRBATIN,2026,2,RE1,S11,RE1,5.9923
RE1,ELC001,PWRBATIN,2027,2,RE1,S11,RE1,8.0297
RE1,ELC001,PWRBATIN,2028,2,RE1,S11,RE1,8.5081
RE1,ELC001,PWRBATIN,2029,2,RE1,S11,RE1,9.1318
RE1,ELC001,PWRBATIN,2030,2,RE1,S11,RE1,9.6595
RE1,ELC001,PWRBATIN,2031,2,RE1,S11,RE1,10.23
RE1,ELC001,PWRBATIN,2032,2,RE1,S11,RE1,20.3643
RE1,ELC001,PWRBATIN,2033,2,RE1,S11,RE1,11.4069
RE1,ELC001,PWRBATIN,2034,2,RE1,S11,RE1,12.1411
RE1,ELC001,PWRBATIN,2035,2,RE1,S11,RE1,12.8283
RE1,COA,PWRCOA,2020,1,RE1,S11,RE1,106.3252
RE1,COA,PWRCOA,2021,1,RE1,S11,RE1,127.1532
RE1,COA,PWRCOA,2022,1,RE1,S11,RE1,127.1532
RE1,COA,PWRCOA,2023,1,RE1,S11,RE1,127.1532
RE1,COA,PWRCOA,2024,1,RE1,S11,RE1,127.1532
RE1,COA,PWRCOA,2025,1,RE1,S11,RE1,122.1869
RE1,COA,PWRCOA,2026,1,RE1,S11,RE1,70.3883
RE1,COA,PWRCOA,2027,1,RE1,S11,RE1,82.3027
RE1,COA,PWRCOA,2028,1,RE1,S11,RE1,70.3883
RE1,COA,PWRCOA,2029,1,RE1,S11,RE1,70.3883
RE1,COA,PWRCOA,2030,1,RE1,S11,RE1,63.5766
RE1,COA,PWRCOA,2031,1,RE1,S11,RE1,63.5766
RE1,COA,PWRCOA,2032,1,RE1,S11,RE1,63.5766
RE1,COA,PWRCOA,2033,1,RE1,S11,RE1,63.5766
RE1,COA,PWRCOA,2034,1,RE1,S11,RE1,35.1942
RE1,COA,PWRCOA,2035,1,RE1,S11,RE1,35.1942
RE1,PWRWAT,PWRCOA,2020,1,RE1,S11,RE1,0.0092
RE1,PWRWAT,PWRCOA,2021,1,RE1,S11,RE1,0.011
RE1,PWRWAT,PWRCOA,2022,1,RE1,S11,RE1,0.011
RE1,PWRWAT,PWRCOA,2023,1,RE1,S11,RE1,0.011
RE1,PWRWAT,PWRCOA,2024,1,RE1,S11,RE1,0.011
RE1,PWRWAT,PWRCOA,2025,1,RE1,S11,RE1,0.0106
RE1,PWRWAT,PWRCOA,2026,1,RE1,S11,RE1,0.0061
RE1,PWRWAT,PWRCOA,2027,1,RE1,S11,RE1,0.0071
RE1,PWRWAT,PWRCOA,2028,1,RE1,S11,RE1,0.0061
RE1,PWRWAT,PWRCOA,2029,1,RE1,S11,RE1,0.0061
RE1,PWRWAT,PWRCOA,2030,1,RE1,S11,RE1,0.0055
RE1,PWRWAT,PWRCOA,2031,1,RE1,S11,RE1,0.0055
RE1,PWRWAT,PWRCOA,2032,1,RE1,S11,RE1,0.0055
RE1,PWRWAT,PWRCOA,2033,1,RE1,S11,RE1,0.0055
RE1,PWRWAT,PWRCOA,2034,1,RE1,S11,RE1,0.0031
RE1,PWRWAT,PWRCOA,2035,1,RE1,S11,RE1,0.0031
RE1,GAS,PWRGAS,2021,1,RE1,S11,RE1,11.2931
RE1,GAS,PWRGAS,2022,1,RE1,S11,RE1,22.7166
RE1,GAS,PWRGAS,2023,1,RE1,S11,RE1,33.0892
RE1,GAS,PWRGAS,2024,1,RE1,S11,RE1,43.4418
RE1,GAS,PWRGAS,2025,1,RE1,S11,RE1,40.9693
RE1,GAS,PWRGAS,2026,1,RE1,S11,RE1,91.8719
RE1,GAS,PWRGAS,2027,1,RE1,S11,RE1,100.2781
RE1,GAS,PWRGAS,2028,1,RE1,S11,RE1,122.1447
RE1,GAS,PWRGAS,2029,1,RE1,S11,RE1,137.5748
RE1,GAS,PWRGAS,2030,1,RE1,S11,RE1,157.9967
RE1,GAS,PWRGAS,2031,1,RE1,S11,RE1,174.3946
RE1,GAS,PWRGAS,2032,1,RE1,S11,RE1,211.1871
RE1,GAS,PWRGAS,2033,1,RE1,S11,RE1,210.3985
RE1,GAS,PWRGAS,2034,1,RE1,S11,RE1,249.2429
RE1,GAS,PWRGAS,2035,1,RE1,S11,RE1,269.6543
RE1,PWRWAT,PWRGAS,2021,1,RE1,S11,RE1,0.0012
RE1,PWRWAT,PWRGAS,2022,1,RE1,S11,RE1,0.0025
RE1,PWRWAT,PWRGAS,2023,1,RE1,S11,RE1,0.0036
RE1,PWRWAT,PWRGAS,2024,1,RE1,S11,RE1,0.0048
RE1,PWRWAT,PWRGAS,2025,1,RE1,S11,RE1,0.0045
RE1,PWRWAT,PWRGAS,2026,1,RE1,S11,RE1,0.0101
RE1,PWRWAT,PWRGAS,2027,1,RE1,S11,RE1,0.011
RE1,PWRWAT,PWRGAS,2028,1,RE1,S11,RE1,0.0134
RE1,PWRWAT,PWRGAS,2029,1,RE1,S11,RE1,0.0151
RE1,PWRWAT,PWRGAS,2030,1,RE1,S11,RE1,0.0174
RE1,PWRWAT,PWRGAS,2031,1,RE1,S11,RE1,0.0192
RE1,PWRWAT,PWRGAS,2032,1,RE1,S11,RE1,0.0232
RE1,PWRWAT,PWRGAS,2033,1,RE1,S11,RE1,0.0231
RE1,PWRWAT,PWRGAS,2034,1,RE1,S11,RE1,0.0274
RE1,PWRWAT,PWRGAS,2035,1,RE1,S11,RE1,0.0297
RE1,HYD,PWRHYD,2020,1,RE1,S11,RE1,9.5365
RE1,HYD,PWRHYD,2021,1,RE1,S11,RE1,9.5365
RE1,HYD,PWRHYD,2022,1,RE1,S11,RE1,9.5365
RE1,HYD,PWRHYD,2023,1,RE1,S11,RE1,9.5365
RE1,HYD,PWRHYD,2024,1,RE1,S11,RE1,9.5365
RE1,HYD,PWRHYD,2025,1,RE1,S11,RE1,9.5365
RE1,HYD,PWRHYD,2026,1,RE1,S11,RE1,9.5365
RE1,HYD,PWRHYD,2027,1,RE1,S11,RE1,9.5365
RE1,HYD,PWRHYD,2028,1,RE1,S11,RE1,9.5365
RE1,HYD,PWRHYD,2029,1,RE1,S11,RE1,9.5365
RE1,HYD,PWRHYD,2030,1,RE1,S11,RE1,9.5365
RE1,HYD,PWRHYD,2031,1,RE1,S11,RE1,9.5365
RE1,HYD,PWRHYD,2032,1,RE1,S11,RE1,9.5365
RE1,HYD,PWRHYD,2033,1,RE1,S11,RE1,9.5365
RE1,HYD,PWRHYD,2034,1,RE1,S11,RE1,9.5365
RE1,HYD,PWRHYD,2035,1,RE1,S11,RE1,9.5365
RE1,SOL,PWRSOL,2020,1,RE1,S11,RE1,4.1325
RE1,SOL,PWRSOL,2021,1,RE1,S11,RE1,4.1325
RE1,SOL,PWRSOL,2022,1,RE1,S11,RE1,4.1325
RE1,SOL,PWRSOL,2023,1,RE1,S11,RE1,4.1325
RE1,SOL,PWRSOL,2024,1,RE1,S11,RE1,4.1325
RE1,SOL,PWRSOL,2025,1,RE1,S11,RE1,4.1325
RE1,SOL,PWRSOL,2026,1,RE1,S11,RE1,4.1325
RE1,SOL,PWRSOL,2027,1,RE1,S11,RE1,4.1325
RE1,SOL,PWRSOL,2028,1,RE1,S11,RE1,4.1325
RE1,SOL,PWRSOL,2029,1,RE1,S11,RE1,4.1325
RE1,SOL,PWRSOL,2030,1,RE1,S11,RE1,4.1325
RE1,SOL,PWRSOL,2031,1,RE1,S11,RE1,4.1325
RE1,SOL,PWRSOL,2032,1,RE1,S11,RE1,4.1325
RE1,SOL,PWRSOL,2033,1,RE1,S11,RE1,4.1325
RE1,SOL,PWRSOL,2034,1,RE1,S11,RE1,4.1325
RE1,SOL,PWRSOL,2035,1,RE1,S11,RE1,4.1325
RE1,ELC001,PWRTRN,2020,1,RE1,S11,RE1,47.7055
RE1,ELC001,PWRTRN,2021,1,RE1,S11,RE1,51.635
RE1,ELC001,PWRTRN,2022,1,RE1,S11,RE1,56.5102
RE1,ELC001,PWRTRN,2023,1,RE1,S11,RE1,61.6966
RE1,ELC001,PWRTRN,2024,1,RE1,S11,RE1,66.8729
RE1,ELC001,PWRTRN,2025,1,RE1,S11,RE1,72.3812
RE1,ELC001,PWRTRN,2026,1,RE1,S11,RE1,78.5059
RE1,ELC001,PWRTRN,2027,1,RE1,S11,RE1,84.643
RE1,ELC001,PWRTRN,2028,1,RE1,S11,RE1,91.1265
RE1,ELC001,PWRTRN,2029,1,RE1,S11,RE1,98.2178
RE1,ELC001,PWRTRN,2030,1,RE1,S11,RE1,105.6304
RE1,ELC001,PWRTRN,2031,1,RE1,S11,RE1,113.2589
RE1,ELC001,PWRTRN,2032,1,RE1,S11,RE1,121.5209
RE1,ELC001,PWRTRN,2033,1,RE1,S11,RE1,130.084
RE1,ELC001,PWRTRN,2034,1,RE1,S11,RE1,139.3112
RE1,ELC001,PWRTRN,2035,1,RE1,S11,RE1,148.8297
RE1,WND,PWRWND,2020,1,RE1,S11,RE1,5.563
RE1,WND,PWRWND,2021,1,RE1,S11,RE1,5.563
RE1,WND,PWRWND,2022,1,RE1,S11,RE1,5.563
RE1,WND,PWRWND,2023,1,RE1,S11,RE1,5.563
RE1,WND,PWRWND,2024,1,RE1,S11,RE1,5.563
RE1,WND,PWRWND,2025,1,RE1,S11,RE1,5.563
RE1,WND,PWRWND,2026,1,RE1,S11,RE1,5.563
RE1,WND,PWRWND,2027,1,RE1,S11,RE1,5.563
RE1,WND,PWRWND,2028,1,RE1,S11,RE1,5.563
RE1,WND,PWRWND,2029,1,RE1,S11,RE1,5.563
RE1,WND,PWRWND,2030,1,RE1,S11,RE1,5.563
RE1,WND,PWRWND,2031,1,RE1,S11,RE1,5.563
RE1,WND,PWRWND,2032,1,RE1,S11,RE1,5.563
RE1,WND,PWRWND,2033,1,RE1,S11,RE1,5.563
RE1,WND,PWRWND,2034,1,RE1,S11,RE1,5.563
RE1,WND,PWRWND,2035,1,RE1,S11,RE1,5.563
RE1,WTRRUN,RSCHYD,2020,1,RE1,S11,RE1,27.2471
RE1,WTRRUN,RSCHYD,2021,1,RE1,S11,RE1,27.2471
RE1,WTRRUN,RSCHYD,2022,1,RE1,S11,RE1,27.2471
RE1,WTRRUN,RSCHYD,2023,1,RE1,S11,RE1,27.2471
RE1,WTRRUN,RSCHYD,2024,1,RE1,S11,RE1,27.2471
RE1,WTRRUN,RSCHYD,2025,1,RE1,S11,RE1,27.2471
RE1,WTRRUN,RSCHYD,2026,1,RE1,S11,RE1,27.2471
RE1,WTRRUN,RSCHYD,2027,1,RE1,S11,RE1,27.2471
RE1,WTRRUN,RSCHYD,2028,1,RE1,S11,RE1,27.2471
RE1,WTRRUN,RSCHYD,2029,1,RE1,S11,RE1,27.2471
RE1,WTRRUN,RSCHYD,2030,1,RE1,S11,RE1,27.2471
RE1,WTRRUN,RSCHYD,2031,1,RE1,S11,RE1,27.2471
RE1,WTRRUN,RSCHYD,2032,1,RE1,S11,RE1,27.2471
RE1,WTRRUN,RSCHYD,2033,1,RE1,S11,RE1,27.2471
RE1,WTRRUN,RSCHYD,2034,1,RE1,S11,RE1,27.2471
RE1,WTRRUN,RSCHYD,2035,1,RE1,S11,RE1,27.2471
RE1,ELC002,DEMAGRGWTWAT,2022,1,RE1,S12,RE1,0.0483
RE1,ELC002,DEMAGRGWTWAT,2023,1,RE1,S12,RE1,0.0635
RE1,ELC002,DEMAGRGWTWAT,2024,1,RE1,S12,RE1,0.0544
RE1,ELC002,DEMAGRGWTWAT,2025,1,RE1,S12,RE1,0.0454
RE1,ELC002,DEMAGRGWTWAT,2026,1,RE1,S12,RE1,0.0363
RE1,ELC002,DEMAGRGWTWAT,2027,1,RE1,S12,RE1,0.0272
RE1,ELC002,DEMAGRGWTWAT,2028,1,RE1,S12,RE1,0.0181
RE1,ELC002,DEMAGRGWTWAT,2029,1,RE1,S12,RE1,0.0091
RE1,WTRGWT,DEMAGRGWTWAT,2022,1,RE1,S12,RE1,0.0447
RE1,WTRGWT,DEMAGRGWTWAT,2023,1,RE1,S12,RE1,0.0588
RE1,WTRGWT,DEMAGRGWTWAT,2024,1,RE1,S12,RE1,0.0504
RE1,WTRGWT,DEMAGRGWTWAT,2025,1,RE1,S12,RE1,0.042
RE1,WTRGWT,DEMAGRGWTWAT,2026,1,RE1,S12,RE1,0.0336
RE1,WTRGWT,DEMAGRGWTWAT,2027,1,RE1,S12,RE1,0.0252
RE1,WTRGWT,DEMAGRGWTWAT,2028,1,RE1,S12,RE1,0.0168
RE1,WTRGWT,DEMAGRGWTWAT,2029,1,RE1,S12,RE1,0.0084
RE1,ELC002,DEMAGRSURWAT,2020,1,RE1,S12,RE1,0.0721
RE1,ELC002,DEMAGRSURWAT,2021,1,RE1,S12,RE1,0.112
RE1,ELC002,DEMAGRSURWAT,2022,1,RE1,S12,RE1,0.1156
RE1,ELC002,DEMAGRSURWAT,2023,1,RE1,S12,RE1,0.1519
RE1,ELC002,DEMAGRSURWAT,2024,1,RE1,S12,RE1,0.2058
RE1,ELC002,DEMAGRSURWAT,2025,1,RE1,S12,RE1,0.2704
RE1,ELC002,DEMAGRSURWAT,2026,1,RE1,S12,RE1,0.3289
RE1,ELC002,DEMAGRSURWAT,2027,1,RE1,S12,RE1,0.3894
RE1,ELC002,DEMAGRSURWAT,2028,1,RE1,S12,RE1,0.464
RE1,ELC002,DEMAGRSURWAT,2029,1,RE1,S12,RE1,0.5313
RE1,ELC002,DEMAGRSURWAT,2030,1,RE1,S12,RE1,0.6006
RE1,ELC002,DEMAGRSURWAT,2031,1,RE1,S12,RE1,0.6158
RE1,ELC002,DEMAGRSURWAT,2032,1,RE1,S12,RE1,0.631
RE1,ELC002,DEMAGRSURWAT,2033,1,RE1,S12,RE1,0.6464
RE1,ELC002,DEMAGRSURWAT,2034,1,RE1,S12,RE1,0.6756
RE1,ELC002,DEMAGRSURWAT,2035,1,RE1,S12,RE1,0.6916
RE1,WTRSUR,DEMAGRSURWAT,2020,1,RE1,S12,RE1,0.0839
RE1,WTRSUR,DEMAGRSURWAT,2021,1,RE1,S12,RE1,0.1303
RE1,WTRSUR,DEMAGRSURWAT,2022,1,RE1,S12,RE1,0.1344
RE1,WTRSUR,DEMAGRSURWAT,2023,1,RE1,S12,RE1,0.1767
RE1,WTRSUR,DEMAGRSURWAT,2024,1,RE1,S12,RE1,0.2393
RE1,WTRSUR,DEMAGRSURWAT,2025,1,RE1,S12,RE1,0.3144
RE1,WTRSUR,DEMAGRSURWAT,2026,1,RE1,S12,RE1,0.3825
RE1,WTRSUR,DEMAGRSURWAT,2027,1,RE1,S12,RE1,0.4528
RE1,WTRSUR,DEMAGRSURWAT,2028,1,RE1,S12,RE1,0.5395
RE1,WTRSUR,DEMAGRSURWAT,2029,1,RE1,S12,RE1,0.6178
RE1,WTRSUR,DEMAGRSURWAT,2030,1,RE1,S12,RE1,0.6984
RE1,WTRSUR,DEMAGRSURWAT,2031,1,RE1,S12,RE1,0.716
RE1,WTRSUR,DEMAGRSURWAT,2032,1,RE1,S12,RE1,0.7338
RE1,WTRSUR,DEMAGRSURWAT,2033,1,RE1,S12,RE1,0.7516
RE1,WTRSUR,DEMAGRSURWAT,2034,1,RE1,S12,RE1,0.7856
RE1,WTRSUR,DEMAGRSURWAT,2035,1,RE1,S12,RE1,0.8042
RE1,ELC002,DEMPUBSURWAT,2020,1,RE1,S12,RE1,0.2515
RE1,ELC002,DEMPUBSURWAT,2021,1,RE1,S12,RE1,0.2693
RE1,ELC002,DEMPUBSURWAT,2022,1,RE1,S12,RE1,0.288
RE1,ELC002,DEMPUBSURWAT,2023,1,RE1,S12,RE1,0.3074
RE1,ELC002,DEMPUBSURWAT,2024,1,RE1,S12,RE1,0.3274
RE1,ELC002,DEMPUBSURWAT,2025,1,RE1,S12,RE1,0.3485
RE1,ELC002,DEMPUBSURWAT,2026,1,RE1,S12,RE1,0.3703
RE1,ELC002,DEMPUBSURWAT,2027,1,RE1,S12,RE1,0.3929
RE1,ELC002,DEMPUBSURWAT,2028,1,RE1,S12,RE1,0.4167
RE1,ELC002,DEMPUBSURWAT,2029,1,RE1,S12,RE1,0.4414
RE1,ELC002,DEMPUBSURWAT,2030,1,RE1,S12,RE1,0.4672
RE1,ELC002,DEMPUBSURWAT,2031,1,RE1,S12,RE1,0.4941
RE1,ELC002,DEMPUBSURWAT,2032,1,RE1,S12,RE1,0.5221
RE1,ELC002,DEMPUBSURWAT,2033,1,RE1,S12,RE1,0.5513
RE1,ELC002,DEMPUBSURWAT,2034,1,RE1,S12,RE1,0.5817
RE1,ELC002,DEMPUBSURWAT,2035,1,RE1,S12,RE1,0.6137
RE1,WTRSUR,DEMPUBSURWAT,2020,1,RE1,S12,RE1,0.0892
RE1,WTRSUR,DEMPUBSURWAT,2021,1,RE1,S12,RE1,0.0955
RE1,WTRSUR,DEMPUBSURWAT,2022,1,RE1,S12,RE1,0.1021
RE1,WTRSUR,DEMPUBSURWAT,2023,1,RE1,S12,RE1,0.109
RE1,WTRSUR,DEMPUBSURWAT,2024,1,RE1,S12,RE1,0.1161
RE1,WTRSUR,DEMPUBSURWAT,2025,1,RE1,S12,RE1,0.1236
RE1,WTRSUR,DEMPUBSURWAT,2026,1,RE1,S12,RE1,0.1313
RE1,WTRSUR,DEMPUBSURWAT,2027,1,RE1,S12,RE1,0.1393
RE1,WTRSUR,DEMPUBSURWAT,2028,1,RE1,S12,RE1,0.1478
RE1,WTRSUR,DEMPUBSURWAT,2029,1,RE1,S12,RE1,0.1565
RE1,WTRSUR,DEMPUBSURWAT,2030,1,RE1,S12,RE1,0.1657
RE1,WTRSUR,DEMPUBSURWAT,2031,1,RE1,S12,RE1,0.1752
RE1,WTRSUR,DEMPUBSURWAT,2032,1,RE1,S12,RE1,0.1851
RE1,WTRSUR,DEMPUBSURWAT,2033,1,RE1,S12,RE1,0.1955
RE1,WTRSUR,DEMPUBSURWAT,2034,1,RE1,S12,RE1,0.2063
RE1,WTRSUR,DEMPUBSURWAT,2035,1,RE1,S12,RE1,0.2176
RE1,ELC002,DEMPWRSURWAT,2020,1,RE1,S12,RE1,0.0168
RE1,ELC002,DEMPWRSURWAT,2021,1,RE1,S12,RE1,0.0194
RE1,ELC002,DEMPWRSURWAT,2022,1,RE1,S12,RE1,0.0207
RE1,ELC002,DEMPWRSURWAT,2023,1,RE1,S12,RE1,0.0226
RE1,ELC002,DEMPWRSURWAT,2024,1,RE1,S12,RE1,0.0247
RE1,ELC002,DEMPWRSURWAT,2025,1,RE1,S12,RE1,0.0333
RE1,ELC002,DEMPWRSURWAT,2026,1,RE1,S12,RE1,0.0365
RE1,ELC002,DEMPWRSURWAT,2027,1,RE1,S12,RE1,0.0391
RE1,ELC002,DEMPWRSURWAT,2028,1,RE1,S12,RE1,0.0424
RE1,ELC002,DEMPWRSURWAT,2029,1,RE1,S12,RE1,0.0454
RE1,ELC002,DEMPWRSURWAT,2030,1,RE1,S12,RE1,0.047
RE1,ELC002,DEMPWRSURWAT,2031,1,RE1,S12,RE1,0.0502
RE1,ELC002,DEMPWRSURWAT,2032,1,RE1,S12,RE1,0.0449
RE1,ELC002,DEMPWRSURWAT,2033,1,RE1,S12,RE1,0.0558
RE1,ELC002,DEMPWRSURWAT,2034,1,RE1,S12,RE1,0.061
